Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2015-11-02,41,4:10:00 PM,Monday,Keele and Grabrevin,Mechanical,9,18,n,9137
2015-11-02,102,4:14:00 PM,Monday,Warden stn.,Mechanical,11,22,NB,8101
2015-11-02,12,4:20:00 PM,Monday,Kingston Road & Warden,Mechanical,13,26,E/B,7733
2015-11-02,12,4:20:00 PM,Monday,Kingston Road & Warden,Utilized Off Route,15,30,E/B,7766
2015-11-02,124,4:21:00 PM,Monday,Lawrence Station,Mechanical,6,12,E,8353
2015-11-02,56,4:25:00 PM,Monday,Brentcliffe and Eglinton,Mechanical,23,46,s/b,1804
2015-11-02,97,4:30:00 PM,Monday,Entire Route,General Delay,25,0,E,
2015-11-02,142,4:30:00 PM,Monday,Bombay loop to Chruch and Richmond,General Delay,15,45,b/w,
2015-11-02,165,4:30:00 PM,Monday,Weston Rd @ Finch W,General Delay,10,25,B/W,1388
2015-11-02,11,4:36:00 PM,Monday,Davisville stn,Utilized Off Route,12,24,e/b,8342
2015-11-02,41,4:40:00 PM,Monday,Wilson,Mechanical,9,18,n,9136
2015-11-02,75,4:46:00 PM,Monday,Jarvis at Queens Quay,Mechanical,7,14,N,8139
2015-11-02,103,4:49:00 PM,Monday,Yonge and Eglinton,Investigation,20,40,W/B,1683
2015-11-02,102,4:54:00 PM,Monday,Markham rd and Greencrest,Investigation,11,22,NB,7697
2015-11-02,87,4:55:00 PM,Monday,Cosburn,Mechanical,5,10,,7736
2015-11-02,191,5:00:00 PM,Monday,191 HWY routing,General Delay,15,30,b/w,8446
2015-11-02,42,5:00:00 PM,Monday,Entire Route,General Delay,20,0,E,
2015-11-02,53,5:08:00 PM,Monday,Steeles and Markham Rd.,Mechanical,13,26,wb,1128
2015-11-02,11,5:12:00 PM,Monday,Davisville stn,Utilized Off Route,6,12,e/b,1554
2015-11-02,40,5:13:00 PM,Monday,Dundas West station,Mechanical,8,15,W,7330
2015-11-02,70,5:16:00 PM,Monday,"O,Connor and woodbine",Mechanical,16,17,WB,7493
2015-11-02,84,5:21:00 PM,Monday,Bradstock/Weston.,Mechanical,11,22,e,8
2015-11-02,76,5:25:00 PM,Monday,Lakeshore at Mimico,Utilized Off Route,5,10,N,7301
2015-11-02,145,5:25:00 PM,Monday,Lakeshore at Mimico,Mechanical,1,1,E,8020
2015-11-02,95,5:32:00 PM,Monday,ELRT,Mechanical,5,9,WB,1400
2015-11-02,62,6:00:00 PM,Monday,Mortimer Route,General Delay,15,30,BW,
2015-11-02,23,6:00:00 PM,Monday,Dawes Rd Route,General Delay,10,20,BW,
2015-11-02,102,6:09:00 PM,Monday,Warden stn.,Mechanical,22,34,NB,7700
2015-11-02,6,6:24:00 PM,Monday,Bay and Front,Investigation,15,25,S,1600
2015-11-02,84,6:27:00 PM,Monday,Bradstock/Weston,Mechanical,11,22,w,8410
2015-11-02,199,6:30:00 PM,Monday,FSTN to STC,General Delay,15,10,B/W,
2015-11-02,53,6:30:00 PM,Monday,Steeles and Willowdale,Mechanical,5,10,wb,1091
2015-11-02,25,6:40:00 PM,Monday,Fresh Meadow and Don Mills,Utilized Off Route,3,6,s,7686
2015-11-02,37,6:44:00 PM,Monday,Milady and Islington,Mechanical,10,20,n/b,7319
2015-11-02,196,6:50:00 PM,Monday,Downsview Station,Utilized Off Route,3,8,N,8392
2015-11-02,120,6:51:00 PM,Monday,Sheppard/Jane,Mechanical,22,44,w,7901
2015-11-02,95,7:03:00 PM,Monday,Markham Rd & Ellesmere,Mechanical,7,14,WB,1328
2015-11-02,196,7:16:00 PM,Monday,Downsview Station,Utilized Off Route,4,8,S,8200
2015-11-02,52,7:21:00 PM,Monday,Martin Drove and Tollington,Mechanical,13,26,w/b,1409
2015-11-02,44,7:23:00 PM,Monday,Kipling stn,Investigation,9,18,s,8075
2015-11-02,89,7:35:00 PM,Monday,Weston rd / St.Phillips rd,Mechanical,9,18,s,1676
2015-11-02,709,7:35:00 PM,Monday,Eglinton West stn,Utilized Off Route,5,10,e/b,1000
2015-11-02,709,7:36:00 PM,Monday,Eglinton stn,Utilized Off Route,5,10,w/b,1007
2015-11-02,37,7:45:00 PM,Monday,islington and Rxdale,Mechanical,19,39,n,8019
2015-11-02,26,7:50:00 PM,Monday,St.George stn,Utilized Off Route,1,1,e/b,1420
2015-11-02,68,7:50:00 PM,Monday,Angus Glen,Mechanical,14,34,SB,7554
2015-11-02,62,8:03:00 PM,Monday,Main Stn,Mechanical,20,40,W,7800
2015-11-02,53,8:14:00 PM,Monday,Finch Station,Mechanical,4,12,eb,1766
2015-11-02,102,8:25:00 PM,Monday,Warden Stn,Utilized Off Route,11,22,N,7804
2015-11-02,87,8:35:00 PM,Monday,Main Stn,Utilized Off Route,10,20,W,7691
2015-11-02,72,8:38:00 PM,Monday,Cherry & Commissioner,Utilized Off Route,8,16,N/B,7713
2015-11-02,89,8:41:00 PM,Monday,Weston rd / Walsh,Investigation,8,16,n,1610
2015-11-02,16,8:45:00 PM,Monday,Winter Ave / Danforth Rd,Diversion,180,210,BW,
2015-11-02,25,8:45:00 PM,Monday,Pape station,Mechanical,6,12,n,7584
2015-11-02,165,8:59:00 PM,Monday,Steeles & Barmac,Mechanical,0,0,N,1291
2015-11-02,84,9:15:00 PM,Monday,Jane & Sheppard,Diversion,85,95,E,8427
2015-11-02,116,9:44:00 PM,Monday,Eglinton & Huntington,Mechanical,10,20,EB,7404
2015-11-02,127,9:47:00 PM,Monday,Townsley Loop,Mechanical,24,48,E,1042
2015-11-02,11,10:01:00 PM,Monday,Davisville,Mechanical,27,60,S,8134
2015-11-02,47,10:10:00 PM,Monday,Lansdowne and Dundas,Diversion,40,20,B/W,
2015-11-02,36,10:15:00 PM,Monday,Islington Ave. & Finch Ave West,Mechanical,8,15,E,8433
2015-11-02,134,10:33:00 PM,Monday,Progresss and McCowan,Mechanical,12,24,nb,1283
2015-11-02,35,10:45:00 PM,Monday,Jane & Steeles,Mechanical,8,16,S,7942
2015-11-02,39,10:55:00 PM,Monday,Finch Ave and Cherokee,Mechanical,6,12,w,1779
2015-11-02,94,10:55:00 PM,Monday,Castle Frank Stn,Utilized Off Route,10,20,W,7753
2015-11-02,25,10:56:00 PM,Monday,Pape Stn,Utilized Off Route,9,19,NB,7484
2015-11-02,100,10:56:00 PM,Monday,Broadview Station,Utilized Off Route,10,19,NB,7419
2015-11-02,87,10:56:00 PM,Monday,Broadview Stn,Utilized Off Route,10,20,E,7716
2015-11-02,116,11:00:00 PM,Monday,Morningside & Military Trail,Mechanical,10,20,SB,7419
2015-11-02,169,11:06:00 PM,Monday,Don Mills station,Mechanical,30,60,E,1688
2015-11-02,11,11:38:00 PM,Monday,Steeles And Bayview,Mechanical,30,60,S,8353
2015-11-02,196,11:50:00 PM,Monday,York U Commons,Utilized Off Route,10,20,S,8333
2015-11-03,76,12:00:00 AM,Tuesday,Royal York stn,Utilized Off Route,10,20,s,8047
2015-11-03,53,12:10:00 AM,Tuesday,Morningside and Staines,Mechanical,24,48,w,1731
2015-11-03,25,1:21:00 AM,Tuesday,Don Mills & St Dennis,Mechanical,12,24,SB,7464
2015-11-03,329,2:30:00 AM,Tuesday,Exhibition Loop,Diversion,150,180,S,8205
2015-11-03,116,3:44:00 AM,Tuesday,Guildwood and Pixley,Diversion,60,66,s,7659
2015-11-03,300,4:14:00 AM,Tuesday,West Mall and Bloor,Emergency Services,20,40,wb,7328
2015-11-03,86,4:24:00 AM,Tuesday,Eglinton & Brimley,Mechanical,10,21,E,7428
2015-11-03,116,4:32:00 AM,Tuesday,Kennedy Stn,Utilized Off Route,12,24,E,7637
2015-11-03,41,4:38:00 AM,Tuesday,Petrolia,Late Leaving Garage,13,26,s/b,1592
2015-11-03,86,4:39:00 AM,Tuesday,EGGA,Late Leaving Garage,1,1,E,7472
2015-11-03,116,4:58:00 AM,Tuesday,EGGA,Mechanical,1,1,N,7543
2015-11-03,17,4:59:00 AM,Tuesday,Mountcastle gate and Steeles,Late Leaving Garage,1,1,SB,7699
2015-11-03,96,5:00:00 AM,Tuesday,Finch and Humberline,Late Leaving Garage,10,20,E,1257
2015-11-03,334,5:18:00 AM,Tuesday,Finchdene sq and Finch,Emergency Services,1,1,W,7542
2015-11-03,23,5:19:00 AM,Tuesday,Dawes / Ferris rd.,Late Leaving Garage,12,0,SB,7832
2015-11-03,86,5:21:00 AM,Tuesday,EGGA,Late Leaving Garage,1,1,E,7626
2015-11-03,34,5:24:00 AM,Tuesday,EGGA,Late Leaving Garage,4,8,E,7581
2015-11-03,300,5:35:00 AM,Tuesday,Bloor and Qeens Park,Investigation,8,15,E,8012
2015-11-03,54,5:37:00 AM,Tuesday,Eglinton Yard,Mechanical,1,1,OB,7586
2015-11-03,116,5:39:00 AM,Tuesday,STMO,Late Leaving Garage,6,12,N,7487
2015-11-03,95,5:40:00 AM,Tuesday,Scarborough College Loop,Mechanical,5,25,w,1086
2015-11-03,81,6:05:00 AM,Tuesday,Pape Station,Late Leaving Garage,5,10,S,7833
2015-11-03,17,6:10:00 AM,Tuesday,Warden Stn,Late Leaving Garage,7,14,NB,7790
2015-11-03,191,6:11:00 AM,Tuesday,Arrow Road Garage,Late Leaving Garage,5,10,N/B,7930
2015-11-03,160,6:13:00 AM,Tuesday,Bathurst and Finch,Mechanical,20,40,N,8358
2015-11-03,41,6:20:00 AM,Tuesday,keele stn,Mechanical,11,22,n/b,9139
2015-11-03,32,6:22:00 AM,Tuesday,emmett,Late Leaving Garage,10,20,e/b,1041
2015-11-03,60,6:25:00 AM,Tuesday,Finch Station,Late Leaving Garage,10,20,W,9129
2015-11-03,36,6:31:00 AM,Tuesday,Arrow Road Garage,Late Leaving Garage,6,11,W/B,9114
2015-11-03,96,6:33:00 AM,Tuesday,York Mills Stn.,Late Leaving Garage,22,44,W,7935
2015-11-03,53,6:33:00 AM,Tuesday,Finch Station,Mechanical,5,18,e,9075
2015-11-03,165,6:34:00 AM,Tuesday,York Mills Stn.,Late Leaving Garage,12,18,W,7906
2015-11-03,63,6:35:00 AM,Tuesday,ENNERDALE AND EGLINTON,Mechanical,4,8,s/b,1580
2015-11-03,6,6:37:00 AM,Tuesday,Bedford and Dupont,Late Leaving Garage,8,16,S,1058
2015-11-03,53,6:41:00 AM,Tuesday,Passmore and Markham,Mechanical,5,10,w,1142
2015-11-03,104,6:48:00 AM,Tuesday,Faymore/Almore,Mechanical,13,26,S/B,8156
2015-11-03,100,6:51:00 AM,Tuesday,Eglinton Garage Yard,Late Leaving Garage,13,26,E,7649
2015-11-03,85,6:52:00 AM,Tuesday,Meadowvale loop,Mechanical,5,10,W,9099
2015-11-03,191,7:00:00 AM,Tuesday,Steeles to Kipling Station,General Delay,15,18,B/W,
2015-11-03,96,7:00:00 AM,Tuesday,`Wilson Stn.,Mechanical,15,30,W,8414
2015-11-03,196,7:01:00 AM,Tuesday,Sheppard Stn,Late Leaving Garage,7,14,W/B,8198
2015-11-03,199,7:01:00 AM,Tuesday,McCowan and Nugget,Emergency Services,2,5,N/B,1742
2015-11-03,89,7:09:00 AM,Tuesday,Albion rd and Weston,Late Leaving Garage,4,8,S,1500
2015-11-03,54,7:16:00 AM,Tuesday,Eglinton Station,Investigation,5,11,eb,7551
2015-11-03,84,7:22:00 AM,Tuesday,SARR,Mechanical,17,34,S,8441
2015-11-03,59,7:26:00 AM,Tuesday,OAK,Mechanical,9,18,W,1389
2015-11-03,24,7:30:00 AM,Tuesday,Victoria Park Route/ York Mills - Cassandra,General Delay,15,1,B/W,
2015-11-03,17,7:30:00 AM,Tuesday,Birchmount Route,General Delay,10,1,BW,
2015-11-03,102,7:30:00 AM,Tuesday,Markham Road route,General Delay,10,1,BW,
2015-11-03,30,7:30:00 AM,Tuesday,Entire route,General Delay,15,28,bw,
2015-11-03,196,7:30:00 AM,Tuesday,York Commons,Utilized Off Route,6,12,E/B,8196
2015-11-03,60,7:33:00 AM,Tuesday,Finch Station,Mechanical,7,14,E,1504
2015-11-03,11,7:40:00 AM,Tuesday,Davisville and Yonge,Mechanical,12,24,n,8371
2015-11-03,66,7:45:00 AM,Tuesday,Old Mill Station to Lakehore at Marine Parade,General Delay,15,30,BW,
2015-11-03,29,7:57:00 AM,Tuesday,Springhurst loop,Mechanical,8,16,n/b,9015
2015-11-03,168,8:00:00 AM,Tuesday,Dundas West Station to Avon Loop,General Delay,15,30,BW,
2015-11-03,60,8:00:00 AM,Tuesday,Entire 60 Steeles West Route,General Delay,7,16,b/W,
2015-11-03,190,8:00:00 AM,Tuesday,Birchmount and Sheppard,General Delay,8,13,BW,
2015-11-03,196,8:00:00 AM,Tuesday,Downsview Stn,Utilized Off Route,2,4,N/B,8179
2015-11-03,167,8:00:00 AM,Tuesday,Pharmacy North Route,General Delay,13,1,B/W,
2015-11-03,145,8:00:00 AM,Tuesday,Entire Route,General Delay,30,60,BW,
2015-11-03,95,8:00:00 AM,Tuesday,York Mills Station - Kingston Rd Loop,General Delay,1,1,Bothways,
2015-11-03,109,8:00:00 AM,Tuesday,Eglinton W. stn to Bathurst and Neptune,General Delay,15,25,BW,
2015-11-03,94,8:00:00 AM,Tuesday,Wellesley Route,General Delay,10,1,B/W,
2015-11-03,191,8:04:00 AM,Tuesday,Hwy 27 and Steeles,Mechanical,5,9,S/B,7903
2015-11-03,116,8:07:00 AM,Tuesday,KENN,Utilized Off Route,12,24,E,7552
2015-11-03,6,8:17:00 AM,Tuesday,Davenport and Dupont,Mechanical,7,14,N,1641
2015-11-03,51,8:30:00 AM,Tuesday,Bayview and Eglinton and Leslie and 401,General Delay,17,31,bw,
2015-11-03,36,8:35:00 AM,Tuesday,Finch and Arrow Road.,Mechanical,12,22,E/B,9107
2015-11-03,20,8:37:00 AM,Tuesday,Main Stn,Mechanical,13,26,E/B,7725
2015-11-03,90,8:42:00 AM,Tuesday,St. Clair W. stn,Utilized Off Route,4,8,N,8360
2015-11-03,196,8:43:00 AM,Tuesday,Sheppard Stn,Mechanical,12,24,W/B,8384
2015-11-03,29,8:44:00 AM,Tuesday,Springhurst loop,Utilized Off Route,8,16,n/b,9002
2015-11-03,117,8:49:00 AM,Tuesday,Downsview Stn,Mechanical,10,20,S/B,8187
2015-11-03,12,8:55:00 AM,Tuesday,Victoria Park Stan,Mechanical,12,24,B/W,7778
2015-11-03,198,8:56:00 AM,Tuesday,Kingston Rd and Morningside,Investigation,10,20,N,7488
2015-11-03,68,9:04:00 AM,Tuesday,Warden/401,Mechanical,4,8,s/b,7567
2015-11-03,35,9:10:00 AM,Tuesday,St Clair and Jane,Utilized Off Route,3,6,N,1379
2015-11-03,196,9:10:00 AM,Tuesday,Downsview Stn,Utilized Off Route,6,12,N/B,1706
2015-11-03,60,9:25:00 AM,Tuesday,York U / Commons,Mechanical,7,14,E,8433
2015-11-03,16,9:34:00 AM,Tuesday,Warden Stn,Mechanical,10,20,NB,7838
2015-11-03,96,9:35:00 AM,Tuesday,Thistledown and Albion,Mechanical,29,52,E,7976
2015-11-03,26,10:00:00 AM,Tuesday,Route 26,General Delay,15,35,BW,
2015-11-03,122,10:00:00 AM,Tuesday,Lesmills / Leslie,General Delay,15,28,B/W,
2015-11-03,29,10:08:00 AM,Tuesday,Rogers,Mechanical,4,8,s,9026
2015-11-03,191,10:18:00 AM,Tuesday,Kipling Station,Mechanical,6,12,N/B,7920
2015-11-03,63,10:35:00 AM,Tuesday,Oakwood & St Clair w,Mechanical,7,14,S,1503
2015-11-03,7,10:51:00 AM,Tuesday,Bathurst and Wilson,Mechanical,9,18,N,9038
2015-11-03,32,11:38:00 AM,Tuesday,wright and pine,Investigation,10,20,w/b,1590
2015-11-03,38,12:04:00 PM,Tuesday,Ellesmere and Markham,Mechanical,12,24,E,1097
2015-11-03,198,12:10:00 PM,Tuesday,KENN,Mechanical,10,20,N,7552
2015-11-03,34,12:17:00 PM,Tuesday,Eglinton - Lebovic,Mechanical,7,14,E,7645
2015-11-03,95,12:30:00 PM,Tuesday,York mills and Scarsdale,General Delay,20,25,bw,
2015-11-03,11,12:30:00 PM,Tuesday,Bayview and Sheppard,General Delay,20,42,n/b,
2015-11-03,196,12:50:00 PM,Tuesday,Downsview Stn,Mechanical,3,6,N/B,8172
2015-11-03,54,1:00:00 PM,Tuesday,54-Lawrance Route,General Delay,21,28,BW,
2015-11-03,34,1:00:00 PM,Tuesday,34 Eglinton route,General Delay,20,24,BW,
2015-11-03,7,1:00:00 PM,Tuesday,Bathurst route,General Delay,15,30,B,
2015-11-03,100,1:00:00 PM,Tuesday,100 Flemington Route,General Delay,20,27,BW,
2015-11-03,100,1:04:00 PM,Tuesday,Broadview STN,Utilized Off Route,6,12,NB,7617
2015-11-03,68,1:04:00 PM,Tuesday,Warden STN,Utilized Off Route,10,19,SB,7522
2015-11-03,87,1:05:00 PM,Tuesday,Main Stn,Utilized Off Route,10,20,W/B,7852
2015-11-03,709,1:05:00 PM,Tuesday,Eglinton West stn,Utilized Off Route,5,10,e/b,1046
2015-11-03,117,1:10:00 PM,Tuesday,Overbrook/Allen Rd,Mechanical,20,40,S/B,8390
2015-11-03,100,1:10:00 PM,Tuesday,Broadview STN,Utilized Off Route,6,12,NB,7578
2015-11-03,709,1:12:00 PM,Tuesday,Pine & Lawrence,Utilized Off Route,5,10,e/b,1659
2015-11-03,53,1:14:00 PM,Tuesday,Finch Station,Emergency Services,5,10,EB,1109
2015-11-03,95,1:17:00 PM,Tuesday,York Mills and Gibson,Utilized Off Route,8,15,w,1262
2015-11-03,199,1:19:00 PM,Tuesday,STC,Utilized Off Route,4,8,WB,1824
2015-11-03,709,1:20:00 PM,Tuesday,Glencairn stn,Utilized Off Route,5,10,e/b,1033
2015-11-03,46,1:23:00 PM,Tuesday,Steeles loop,Mechanical,9,18,s,1399
2015-11-03,25,1:24:00 PM,Tuesday,Pape Station,Utilized Off Route,3,6,NB,7557
2015-11-03,102,1:25:00 PM,Tuesday,Warden Stn,Utilized Off Route,20,40,W/B,7814
2015-11-03,53,1:25:00 PM,Tuesday,Brimley and Steeles,Utilized Off Route,5,10,wb,1750
2015-11-03,54,1:30:00 PM,Tuesday,Lawrance and Markham,Mechanical,1,1,WB,7555
2015-11-03,38,1:33:00 PM,Tuesday,Ellesmere @ Markham Rd,Utilized Off Route,12,24,E,1717
2015-11-03,115,1:40:00 PM,Tuesday,Yorkmills stn,Utilized Off Route,10,20,w,8394
2015-11-03,165,1:47:00 PM,Tuesday,Weston Rd and Finch W,Mechanical,7,15,N,7906
2015-11-03,94,1:48:00 PM,Tuesday,Wellesley Station,Utilized Off Route,7,14,W/B,7783
2015-11-03,68,1:54:00 PM,Tuesday,Warden Ave and 401,General Delay,9,18,BW,7577
2015-11-03,41,1:58:00 PM,Tuesday,Keele /Mapleleaf,Investigation,9,18,s,1513
2015-11-03,108,2:00:00 PM,Tuesday,Downsview all branches,General Delay,1,1,B/W,1
2015-11-03,85,2:14:00 PM,Tuesday,Don Mills Stn,Utilized Off Route,7,15,E,9077
2015-11-03,199,2:23:00 PM,Tuesday,FSTN,Utilized Off Route,4,8,EB,1749
2015-11-03,39,2:26:00 PM,Tuesday,Leslie & Finch,Mechanical,6,13,WB,1792
2015-11-03,129,2:29:00 PM,Tuesday,Scar Town,Utilized Off Route,2,7,N,9074
2015-11-03,6,2:30:00 PM,Tuesday,Entire Route,General Delay,15,30,b/w,
2015-11-03,771,2:30:00 PM,Tuesday,Wilson garage,Mechanical,1,1,S,9411
2015-11-03,26,2:30:00 PM,Tuesday,Entire Route,General Delay,15,30,b/w,
2015-11-03,47,2:30:00 PM,Tuesday,Entire Route,General Delay,20,40,b/w,
2015-11-03,161,2:30:00 PM,Tuesday,Entire Route,General Delay,10,20,b/w,
2015-11-03,41,2:30:00 PM,Tuesday,Entire route,General Delay,8,16,b/w,
2015-11-03,199,2:31:00 PM,Tuesday,FSTN,Utilized Off Route,4,8,EB,1091
2015-11-03,85,2:38:00 PM,Tuesday,Don Mills Stn,Utilized Off Route,9,19,E,9065
2015-11-03,199,2:39:00 PM,Tuesday,FSTN,Utilized Off Route,4,8,EB,1304
2015-11-03,53,2:45:00 PM,Tuesday,Finch Station,Late Leaving Garage,15,30,eb,9073
2015-11-03,7,2:45:00 PM,Tuesday,Bathurst at wilson,Mechanical,8,16,N,9010
2015-11-03,88,2:47:00 PM,Tuesday,St.Clair Station,Mechanical,8,16,E,8170
2015-11-03,72,2:51:00 PM,Tuesday,BRGA,Utilized Off Route,8,16,S/b,7828
2015-11-03,43,3:00:00 PM,Tuesday,43 Kennedy Route,General Delay,30,18,BW,
2015-11-03,90,3:00:00 PM,Tuesday,Vaughan route,General Delay,10,20,B,
2015-11-03,12,3:00:00 PM,Tuesday,Kingston Road route,General Delay,12,1,BW,
2015-11-03,65,3:05:00 PM,Tuesday,Castle frank stn.,Mechanical,10,20,WB,8106
2015-11-03,53,3:05:00 PM,Tuesday,Finch Station,Late Leaving Garage,15,30,eb,9061
2015-11-03,25,3:05:00 PM,Tuesday,O'Connor on pape,Mechanical,3,6,n,7476
2015-11-03,133,3:07:00 PM,Tuesday,Mormningside and Staines,Late Leaving Garage,7,14,W,1289
2015-11-03,25,3:10:00 PM,Tuesday,Don Mills,General Delay,12,15,n,
2015-11-03,7,3:10:00 PM,Tuesday,Ridge hill,Mechanical,8,15,S,9035
2015-11-03,96,3:12:00 PM,Tuesday,Woodbine downs,Late Leaving Garage,6,29,E,7906
2015-11-03,25,3:15:00 PM,Tuesday,Pape STN,Utilized Off Route,3,6,NB,7578
2015-11-03,41,3:16:00 PM,Tuesday,York University-Commons,Late Leaving Garage,14,28,s,9148
2015-11-03,133,3:17:00 PM,Tuesday,Morningside and Nightstar,Late Leaving Garage,7,14,E,1089
2015-11-03,131,3:18:00 PM,Tuesday,Kennedy stn,Late Leaving Garage,7,16,N,1352
2015-11-03,105,3:20:00 PM,Tuesday,Downsview Stn,Late Leaving Garage,24,48,S/B,1574
2015-11-03,60,3:24:00 PM,Tuesday,Signal Hill,Mechanical,7,14,E/B,1349
2015-11-03,54,3:25:00 PM,Tuesday,Eglinton Garage,Mechanical,10,20,EB,7400
2015-11-03,54,3:27:00 PM,Tuesday,Eglinton Garage,Mechanical,13,26,WB,7512
2015-11-03,44,3:28:00 PM,Tuesday,Colonel smith loop,Mechanical,4,8,nb,8067
2015-11-03,61,3:30:00 PM,Tuesday,Eglinton stn to Bombay loop,General Delay,15,30,b/w,
2015-11-03,5,3:30:00 PM,Tuesday,Eglinton stn to QueensPark,General Delay,14,28,b/w,
2015-11-03,40,3:30:00 PM,Tuesday,DUNDAS WEST STATION,Mechanical,8,16,W,7304
2015-11-03,35,3:35:00 PM,Tuesday,Jane stn,Late Leaving Garage,10,20,N,1661
2015-11-03,52,3:36:00 PM,Tuesday,Lawrence W Station,Late Leaving Garage,11,22,W/B,1015
2015-11-03,52,3:37:00 PM,Tuesday,Weston and Lawrence W,Late Leaving Garage,14,28,W/B,1529
2015-11-03,73,3:41:00 PM,Tuesday,ALBION & KIPLING,Emergency Services,20,40,S,8092
2015-11-03,43,3:45:00 PM,Tuesday,Kennedy & Cowadray CT,Diversion,131,140,SB,7465
2015-11-03,96,3:45:00 PM,Tuesday,Wilson Stn,Late Leaving Garage,19,38,W,1390
2015-11-03,54,3:52:00 PM,Tuesday,Lawrance RT station,Utilized Off Route,10,20,EB,7518
2015-11-03,34,3:54:00 PM,Tuesday,Eglinton STN,Utilized Off Route,4,8,EB,7617
2015-11-03,6,3:55:00 PM,Tuesday,Quensquay and Sherborune,Mechanical,10,20,NB,1219
2015-11-03,97,4:00:00 PM,Tuesday,QueenQuay/Steeles on Yonge route,General Delay,30,15,b/w,
2015-11-03,172,4:00:00 PM,Tuesday,Cherry Street Route,General Delay,10,1,BW,
2015-11-03,191,4:00:00 PM,Tuesday,HWY 191 rocket,General Delay,12,18,B,8412
2015-11-03,199,4:00:00 PM,Tuesday,Finch & Brimley,Mechanical,4,8,EB,1113
2015-11-03,36,4:00:00 PM,Tuesday,Finch West route,General Delay,14,20,B,9121
2015-11-03,127,4:00:00 PM,Tuesday,Entire route,General Delay,6,12,b/w,
2015-11-03,12,4:20:00 PM,Tuesday,Victoria Park Stn,Mechanical,15,30,E/B,7815
2015-11-03,46,4:20:00 PM,Tuesday,Steeles loop at Martin Grove,Mechanical,9,18,s,1330
2015-11-03,9,4:30:00 PM,Tuesday,Bellamy route,General Delay,10,1,BW,
2015-11-03,190,4:30:00 PM,Tuesday,Sheppard,General Delay,18,23,n,
2015-11-03,17,4:30:00 PM,Tuesday,Birchmount route,General Delay,10,1,BW,
2015-11-03,142,4:30:00 PM,Tuesday,Bombay loop to Chruch and Richmond,General Delay,23,53,b/w,
2015-11-03,87,4:30:00 PM,Tuesday,87 Cosburn Route,General Delay,5,10,,7728
2015-11-03,64,4:30:00 PM,Tuesday,64 Main route,General Delay,5,10,,7845
2015-11-03,72,4:30:00 PM,Tuesday,PAPE ROUTE,General Delay,12,1,BW,
2015-11-03,62,4:30:00 PM,Tuesday,62 Mortimer,General Delay,15,30,,8104
2015-11-03,85,4:30:00 PM,Tuesday,Don Mills Stn to Rouge Hill go,General Delay,20,26,E/W,
2015-11-03,17,4:33:00 PM,Tuesday,Warden stn.,Mechanical,9,18,NB,7761
2015-11-03,11,4:36:00 PM,Tuesday,Davisville stn,Utilized Off Route,12,24,e/b,8314
2015-11-03,81,5:00:00 PM,Tuesday,Thorncliffe Route,General Delay,14,0,BW,
2015-11-03,124,5:00:00 PM,Tuesday,sunnybrook to Lawrence Station,General Delay,18,10,b/w,
2015-11-03,134,5:00:00 PM,Tuesday,134 Progress Route-All Branch,General Delay,12,24,bw,
2015-11-03,24,5:00:00 PM,Tuesday,VP ROUTE,General Delay,10,0,BW,
2015-11-03,129,5:15:00 PM,Tuesday,McCowan Route 129A and 129,General Delay,12,18,B-ways,
2015-11-03,60,5:25:00 PM,Tuesday,Finch Station,Utilized Off Route,11,22,W/B,1339
2015-11-03,52,5:30:00 PM,Tuesday,LAWRENCE and JANE,General Delay,20,10,B/W,0
2015-11-03,95,5:38:00 PM,Tuesday,Ellesmere and Birchmount,Investigation,8,16,w,1775
2015-11-03,54,5:45:00 PM,Tuesday,Eglinton station,Utilized Off Route,13,26,EB,7509
2015-11-03,96,5:58:00 PM,Tuesday,Bartor on Arrow Rd,Mechanical,7,15,S,7908
2015-11-03,7,5:58:00 PM,Tuesday,Bathurst station,Investigation,8,16,N,9021
2015-11-03,62,6:00:00 PM,Tuesday,Mortimer Route,General Delay,17,34,BW,
2015-11-03,65,6:00:00 PM,Tuesday,Parliament Route,General Delay,16,32,BW,
2015-11-03,64,6:00:00 PM,Tuesday,Main Street Route,General Delay,8,16,BW,
2015-11-03,87,6:00:00 PM,Tuesday,Cosburn Route,General Delay,10,20,BW,
2015-11-03,115,6:00:00 PM,Tuesday,York Mills station,Mechanical,20,40,E,8151
2015-11-03,39,6:00:00 PM,Tuesday,Pharmacy & Finch,General Delay,34,39,EB,1782
2015-11-03,83,6:00:00 PM,Tuesday,Jones route,General Delay,30,60,BW,
2015-11-03,92,6:00:00 PM,Tuesday,Woodbine South Route,General Delay,9,18,BW,
2015-11-03,199,6:00:00 PM,Tuesday,Leslie @ Finch,General Delay,27,4,WB,1228
2015-11-03,94,6:00:00 PM,Tuesday,WELLESLEY ROUTE,General Delay,15,0,BW,
2015-11-03,190,6:01:00 PM,Tuesday,STC,Investigation,6,12,e,7459
2015-11-03,124,6:03:00 PM,Tuesday,Lawrence Station,Mechanical,6,12,E,8347
2015-11-03,54,6:04:00 PM,Tuesday,Eglinton Station,Utilized Off Route,13,26,EB,7666
2015-11-03,65,6:08:00 PM,Tuesday,Berkeley / Front,Investigation,16,32,N,8106
