Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2015-11-18,32,9:25:00 AM,Wednesday,EGLINTON and ORION PARKWAY,Mechanical,10,20,W/B,1526
2015-11-18,39,9:30:00 AM,Wednesday,STC,Mechanical,2,4,E/B,1783
2015-11-18,190,9:30:00 AM,Wednesday,Sheppard,General Delay,21,27,bw,
2015-11-18,97,9:39:00 AM,Wednesday,St.Clair Station,Diversion,1,1,S,
2015-11-18,29,9:40:00 AM,Wednesday,Dufferin and Gordon,Mechanical,4,9,s/b,9027
2015-11-18,45,9:40:00 AM,Wednesday,KIPLING STATION,Mechanical,10,20,N/B,7927
2015-11-18,116,9:47:00 AM,Wednesday,Eglinton & Markham,Mechanical,6,14,W,7408
2015-11-18,75,10:00:00 AM,Wednesday,Bloor at Sherbourne,Mechanical,6,12,S,8186
2015-11-18,53,10:01:00 AM,Wednesday,Steeles and Pharmacy,Investigation,5,15,e,1114
2015-11-18,63,10:09:00 AM,Wednesday,Eglinton west stn,Utilized Off Route,9,15,s,1650
2015-11-18,54,10:17:00 AM,Wednesday,Lawrence McCowwan,Utilized Off Route,6,12,eb,7420
2015-11-18,89,10:25:00 AM,Wednesday,Keele Station,Mechanical,10,19,N,1409
2015-11-18,168,10:30:00 AM,Wednesday,All Locations,General Delay,15,15,B/W,7331
2015-11-18,36,10:41:00 AM,Wednesday,Humberwood loop,Mechanical,5,10,e,7971
2015-11-18,131,10:58:00 AM,Wednesday,Old Finch and Morningview Trail,Mechanical,13,27,e,1080
2015-11-18,198,11:00:00 AM,Wednesday,Kenendy Stn,Mechanical,10,20,E,7593
2015-11-18,109,11:07:00 AM,Wednesday,Lawrence west station.,Mechanical,15,30,N,8128
2015-11-18,86,11:29:00 AM,Wednesday,Eglinton and Falmouth,Mechanical,30,60,EB,7659
2015-11-18,73,11:32:00 AM,Wednesday,Marin Grove and Albion,Mechanical,15,27,n/b,7970
2015-11-18,36,11:36:00 AM,Wednesday,Finch station,Mechanical,5,10,w,8439
2015-11-18,165,11:42:00 AM,Wednesday,Wilson and Clayson,Mechanical,7,15,E,7973
2015-11-18,11,11:53:00 AM,Wednesday,DAVISVILLE STN,Utilized Off Route,10,20,n/b,8137
2015-11-18,70,12:04:00 PM,Wednesday,Pharmacy Craigton,Mechanical,18,36,wb,7628
2015-11-18,102,12:05:00 PM,Wednesday,Centennial College,Utilized Off Route,20,40,SB,7792
2015-11-18,196,12:21:00 PM,Wednesday,Downsview Stn,Mechanical,2,5,w,8133
2015-11-18,22,12:29:00 PM,Wednesday,Coxwell Danforth ave,Mechanical,9,18,sb,7628
2015-11-18,60,12:30:00 PM,Wednesday,Entire 60 Steeles Ave West Route,General Delay,15,20,B/W,
2015-11-18,196,12:31:00 PM,Wednesday,Downsview Stn,Mechanical,2,5,w,9413
2015-11-18,116,12:37:00 PM,Wednesday,Kennedy Station,Mechanical,10,20,EB,7541
2015-11-18,32,12:40:00 PM,Wednesday,Skymark,Mechanical,10,20,E,1245
2015-11-18,196,12:46:00 PM,Wednesday,Downsview Stn,Mechanical,2,5,w,1579
2015-11-18,60,1:00:00 PM,Wednesday,Steeles Ave West and Keele St,General Delay,120,133,B/W,1254
2015-11-18,109,1:00:00 PM,Wednesday,Eglinton W. stn to Neptune and Bathurst,General Delay,12,24,BW,
2015-11-18,107,1:25:00 PM,Wednesday,Rivermede and Langstaff,Mechanical,32,64,n,8135
2015-11-18,192,1:27:00 PM,Wednesday,KIPLING STATION,Mechanical,10,20,N/B,8008
2015-11-18,112,1:37:00 PM,Wednesday,EXPLORER AND EGLINTON AVE W,Investigation,20,40,S/B,7964
2015-11-18,196,1:44:00 PM,Wednesday,York U,Utilized Off Route,3,5,n,8207
2015-11-18,24,1:53:00 PM,Wednesday,Don Mills Stn,Emergency Services,27,54,s/b,7872
2015-11-18,54,2:00:00 PM,Wednesday,54-Lawrance Route,General Delay,17,24,BW,
2015-11-18,34,2:08:00 PM,Wednesday,Eglinton Stn,Mechanical,7,14,E,7551
2015-11-18,85,2:14:00 PM,Wednesday,Don Mills Stn,Utilized Off Route,7,15,E,9073
2015-11-18,43,2:18:00 PM,Wednesday,Kennedy & Lawrence,Mechanical,10,20,N,7494
2015-11-18,199,2:23:00 PM,Wednesday,finch station,Utilized Off Route,4,8,W,1782
2015-11-18,199,2:23:00 PM,Wednesday,Finch Station,Utilized Off Route,4,8,W,1098
2015-11-18,79,2:25:00 PM,Wednesday,Jane & Foxwell,Mechanical,17,34,s/b,1623
2015-11-18,129,2:26:00 PM,Wednesday,McCowan & Commander,Investigation,2,7,North,9084
2015-11-18,129,2:29:00 PM,Wednesday,,Utilized Off Route,4,6,North,
2015-11-18,199,2:31:00 PM,Wednesday,Finch station,Utilized Off Route,4,8,W,1759
2015-11-18,196,2:33:00 PM,Wednesday,Downsview Stn,Mechanical,3,5,n,8213
2015-11-18,85,2:38:00 PM,Wednesday,Don Mills Stn,Utilized Off Route,9,19,E,9100
2015-11-18,36,2:41:00 PM,Wednesday,Finch and Arrow,Mechanical,5,11,E/B,9117
2015-11-18,50,2:41:00 PM,Wednesday,Garage / Mill rd loop,Late Leaving Garage,15,30,n,7321
2015-11-18,129,2:42:00 PM,Wednesday,Scarborough Town Centre,Late Leaving Garage,12,27,North,9071
2015-11-18,165,2:43:00 PM,Wednesday,Finch and Weston,Late Leaving Garage,8,15,N,1320
2015-11-18,29,2:49:00 PM,Wednesday,Glencairn,Investigation,5,10,N,8208
2015-11-18,37,2:50:00 PM,Wednesday,Gargae / Islington stn,Late Leaving Garage,10,20,n,7933
2015-11-18,84,2:50:00 PM,Wednesday,ST Basil School,Late Leaving Garage,5,10,EB,9430
2015-11-18,98,2:51:00 PM,Wednesday,Goulding and Cactus,Late Leaving Garage,13,36,W,8150
2015-11-18,102,2:56:00 PM,Wednesday,Warden Stn,Utilized Off Route,3,13,EB,7869
2015-11-18,53,2:58:00 PM,Wednesday,Passmore and Markham Road,Mechanical,0,10,S/B,1092
2015-11-18,191,3:00:00 PM,Wednesday,Steeles to Kipling Station,General Delay,20,15,B/W,
2015-11-18,108,3:00:00 PM,Wednesday,Downsview Stn to all branches,General Delay,1,1,Bw,1
2015-11-18,160,3:00:00 PM,Wednesday,Wilson stn to Atkinson,General Delay,15,30,BW,
2015-11-18,36,3:00:00 PM,Wednesday,Humberwood to Finch Station,General Delay,20,18,B/W,
2015-11-18,35,3:01:00 PM,Wednesday,JSTE,Emergency Services,5,10,S,1297
2015-11-18,54,3:02:00 PM,Wednesday,Lawrance and Warden,Mechanical,5,6,WB,7495
2015-11-18,79,3:11:00 PM,Wednesday,Pine & Lawrence,Late Leaving Garage,12,24,s/b,1546
2015-11-18,84,3:15:00 PM,Wednesday,Downs Stn,Utilized Off Route,6,12,EB,1377
2015-11-18,196,3:21:00 PM,Wednesday,Downsview stn,Utilized Off Route,8,16,n,8158
2015-11-18,52,3:25:00 PM,Wednesday,Dixon rd / Martingrove,Late Leaving Garage,13,26,e,1544
2015-11-18,133,3:25:00 PM,Wednesday,Morningside and Staines,Late Leaving Garage,7,14,S/B,1087
2015-11-18,88,3:25:00 PM,Wednesday,St. Clair Stn,Mechanical,15,30,eb,8193
2015-11-18,41,3:29:00 PM,Wednesday,Yourk U Commons,Late Leaving Garage,13,26,S,1668
2015-11-18,100,3:30:00 PM,Wednesday,Don Mills and Gateway,Investigation,20,32,S/B,7590
2015-11-18,87,3:30:00 PM,Wednesday,Cosburn Route,General Delay,10,20,BW,
2015-11-18,52,3:30:00 PM,Wednesday,Entire Route,General Delay,10,20,b/w,
2015-11-18,62,3:30:00 PM,Wednesday,Mortimer Route,General Delay,17,34,BW,
2015-11-18,94,3:31:00 PM,Wednesday,Ossington Station,Mechanical,15,30,w/b,7700
2015-11-18,6,3:33:00 PM,Wednesday,Davenport and Dupont,Mechanical,10,20,SB,1242
2015-11-18,71,3:37:00 PM,Wednesday,Mt. Dennis Garage,Mechanical,23,46,S,1542
2015-11-18,32,3:39:00 PM,Wednesday,Eg. West stn,Mechanical,8,16,W,1524
2015-11-18,41,3:43:00 PM,Wednesday,York U Commons,Late Leaving Garage,13,26,S,9145
2015-11-18,52,3:51:00 PM,Wednesday,Terminal 1,Late Leaving Garage,11,22,e,1576
2015-11-18,41,3:57:00 PM,Wednesday,York U Commons,Late Leaving Garage,13,26,S,1577
2015-11-18,25,4:00:00 PM,Wednesday,Don Mills Route,General Delay,13,17,BW,
2015-11-18,42,4:00:00 PM,Wednesday,Finch Stn to Maybrook and Passmore,General Delay,15,35,bw,
2015-11-18,100,4:00:00 PM,Wednesday,Eglinton to Broadview,General Delay,20,30,B/W,
2015-11-18,63,4:00:00 PM,Wednesday,Entire Route,General Delay,30,40,B/W,
2015-11-18,126,4:00:00 PM,Wednesday,Entire Route,General Delay,5,10,b/w,
2015-11-18,34,4:00:00 PM,Wednesday,Eglinton to Kennedy,General Delay,20,30,B/W,
2015-11-18,52,4:00:00 PM,Wednesday,Lawrence west / Jane,Utilized Off Route,11,22,w,1549
2015-11-18,41,4:00:00 PM,Wednesday,Keele st,General Delay,15,30,B/W,
2015-11-18,8,4:00:00 PM,Wednesday,8 Broadview Route,General Delay,1,1,b/w,8106
2015-11-18,11,4:00:00 PM,Wednesday,Eglinton to Yorkmills,General Delay,18,30,n,
2015-11-18,32,4:07:00 PM,Wednesday,Emmet and Hospital,Utilized Off Route,8,16,E,1418
2015-11-18,94,4:08:00 PM,Wednesday,Castle Frank Station,Utilized Off Route,7,14,w/b,7742
2015-11-18,91,4:15:00 PM,Wednesday,91A Route,General Delay,14,28,BW,7752
2015-11-18,709,4:22:00 PM,Wednesday,King and Atlantic,Utilized Off Route,1,1,NB,1045
2015-11-18,90,4:26:00 PM,Wednesday,St. Clair W. stn,Mechanical,5,11,N,1534
2015-11-18,89,4:26:00 PM,Wednesday,Keele stn,Utilized Off Route,8,16,N,1022
2015-11-18,498,4:30:00 PM,Wednesday,Morningside Ellesmere,Mechanical,10,20,s,7579
2015-11-18,123,4:36:00 PM,Wednesday,Kipling stn,Investigation,22,44,s,7344
2015-11-18,25,4:42:00 PM,Wednesday,Wynford and Don Mills,Mechanical,3,6,NB,7485
2015-11-18,102,5:00:00 PM,Wednesday,Markham RD route,General Delay,15,1,BW,
2015-11-18,115,5:00:00 PM,Wednesday,Silver Hills route,General Delay,20,35,B,
2015-11-18,9,5:00:00 PM,Wednesday,Bellamy Route,General Delay,15,1,BW,
2015-11-18,122,5:00:00 PM,Wednesday,Graydon hall route,General Delay,20,35,B,
2015-11-18,75,5:00:00 PM,Wednesday,Jarvis and Queens Quay,Utilized Off Route,7,14,nb,8366
2015-11-18,25,5:03:00 PM,Wednesday,Pape Station,Mechanical,3,6,NB,7469
2015-11-18,11,5:06:00 PM,Wednesday,Davisville Station,Mechanical,12,24,n,1687
2015-11-18,134,5:09:00 PM,Wednesday,Scarborough RT to Morningside and Staines,General Delay,1,1,E/B,
2015-11-18,771,5:20:00 PM,Wednesday,Springhurst Loop,Utilized Off Route,1,1,eb,1689
2015-11-18,56,5:30:00 PM,Wednesday,Eglinton station to Laird,General Delay,10,27,bw,
2015-11-18,102,5:30:00 PM,Wednesday,Eglinton and Markham rd,Diversion,257,263,BW,7869
2015-11-18,51,5:30:00 PM,Wednesday,Bayview and Eglinton and Leslie and 401,General Delay,16,31,bw,
2015-11-18,94,5:30:00 PM,Wednesday,94 Wellesley Route,General Delay,1,1,b/w,
2015-11-18,24,5:30:00 PM,Wednesday,24 Victoria Park Route,General Delay,1,1,b/w,
2015-11-18,66,5:35:00 PM,Wednesday,Prince Edward and Bloor,Investigation,15,30,n,8089
2015-11-18,196,5:48:00 PM,Wednesday,Sheppard and Beaman,Investigation,8,16,E,8392
2015-11-18,45,5:55:00 PM,Wednesday,Kipling Station,Mechanical,8,15,N,7313
2015-11-18,25,5:55:00 PM,Wednesday,Pape Station,Emergency Services,3,6,NB,7580
2015-11-18,191,5:57:00 PM,Wednesday,Kipling Station,Investigation,5,10,E/B,8456
2015-11-18,12,5:57:00 PM,Wednesday,Bingham Loop,Investigation,15,30,,7745
2015-11-18,106,6:00:00 PM,Wednesday,Downsview Station to Commons,General Delay,25,15,b/w,
2015-11-18,196,6:00:00 PM,Wednesday,sheppard Stn. To Commons via Downveiw,General Delay,25,15,b/w,
2015-11-18,199,6:00:00 PM,Wednesday,Finch @ Briddletowne E,Diversion,29,33,E,1828
2015-11-18,39,6:08:00 PM,Wednesday,Finch @ Briddletowne E,Diversion,21,26,E,1115
2015-11-18,139,6:09:00 PM,Wednesday,Finch at Bridletowne East,Diversion,28,48,E,1774
2015-11-18,192,6:10:00 PM,Wednesday,Kipling station,Mechanical,8,17,N,8009
2015-11-18,45,6:16:00 PM,Wednesday,Kipling at Ronson,Mechanical,15,30,S,7320
2015-11-18,44,6:26:00 PM,Wednesday,Col sam smith Loop,Mechanical,6,15,N,7953
2015-11-18,102,7:05:00 PM,Wednesday,Warden Stn,Utilized Off Route,20,40,EB,7843
2015-11-18,110,7:23:00 PM,Wednesday,Brownsline and Woodbury,Mechanical,18,36,n,8091
2015-11-18,36,7:47:00 PM,Wednesday,Finch and Halesia,Emergency Services,7,15,E/B,9119
2015-11-18,22,8:02:00 PM,Wednesday,Coxwell and Danforth,Mechanical,10,20,SB,7552
2015-11-18,25,8:26:00 PM,Wednesday,Don Mills Road and Cliffwood South,Investigation,5,10,NB,7560
2015-11-18,116,8:59:00 PM,Wednesday,Kennedy STN,Mechanical,10,20,EB,7506
2015-11-18,44,9:00:00 PM,Wednesday,Col Sam Smith Loop,Mechanical,9,18,N,8083
2015-11-18,60,9:48:00 PM,Wednesday,Bathurst St. & Steeles Ave West,Investigation,11,22,W,1359
2015-11-18,53,10:30:00 PM,Wednesday,Malvern Garage,Late Leaving Garage,7,14,EB,1086
2015-11-18,36,11:26:00 PM,Wednesday,Humberwood Loop,Mechanical,9,18,E,9111
2015-11-19,45,12:27:00 AM,Thursday,Kipling at Genthorn,Mechanical,10,20,N,7330
2015-11-19,85,1:00:00 AM,Thursday,Sheppard and Dean Park,Diversion,34,54,EB,
2015-11-19,320,2:48:00 AM,Thursday,Finch Ave West on Young St.,Emergency Services,3,7,N,8302
2015-11-19,302,3:26:00 AM,Thursday,Bingham loop,Mechanical,30,60,NB,8123
2015-11-19,7,5:00:00 AM,Thursday,Eglinton west station,Mechanical,1,1,N,9025
2015-11-19,168,5:00:00 AM,Thursday,Dundas West Station,Investigation,14,14,,7342
2015-11-19,44,5:01:00 AM,Thursday,Kipling Stn,Mechanical,9,16,n/b,8091
2015-11-19,100,5:02:00 AM,Thursday,Eglinton yard,Mechanical,1,1,ob,7608
2015-11-19,32,5:04:00 AM,Thursday,LAWRENCE and YONGE,Mechanical,6,12,S/B,1507
2015-11-19,53,5:08:00 AM,Thursday,Passmore and Markham,Mechanical,4,12,w,1803
2015-11-19,300,5:08:00 AM,Thursday,Danforth rd and Danforth ave,Mechanical,15,30,W,8091
2015-11-19,320,5:09:00 AM,Thursday,Yonge Street and Lawrence Ave.,Mechanical,15,30,SB,1507
2015-11-19,107,5:15:00 AM,Thursday,Keele and Finch,Late Leaving Garage,18,36,n/b,8184
2015-11-19,53,5:17:00 AM,Thursday,Passmore and Markham,Mechanical,5,10,w,1401
2015-11-19,73,5:18:00 AM,Thursday,Royal York Station,Mechanical,13,23,n/b,7944
2015-11-19,35,5:30:00 AM,Thursday,JNST,Mechanical,5,10,N,1345
2015-11-19,25,5:43:00 AM,Thursday,Duncan Mills and Don Mills,Late Leaving Garage,3,6,s,7547
2015-11-19,25,5:43:00 AM,Thursday,Pape Station,Late Leaving Garage,3,6,n,7549
2015-11-19,36,5:45:00 AM,Thursday,Finch/Ardwick,Investigation,10,23,E,9124
2015-11-19,116,5:50:00 AM,Thursday,Kennedy Stn,Mechanical,7,13,E,7561
2015-11-19,224,5:52:00 AM,Thursday,Don Mills stn,Late Leaving Garage,1,1,n,7477
2015-11-19,25,5:54:00 AM,Thursday,Pape stn,Utilized Off Route,3,6,n,7664
2015-11-19,59,6:06:00 AM,Thursday,CHJA,Late Leaving Garage,13,26,W,7952
2015-11-19,95,6:08:00 AM,Thursday,Ellesmere R. T. Station,Mechanical,8,15,w,1700
2015-11-19,53,6:09:00 AM,Thursday,Finch Station,Mechanical,0,0,e,1235
2015-11-19,36,6:12:00 AM,Thursday,Finch Station,Late Leaving Garage,7,13,WB,9111
2015-11-19,21,6:16:00 AM,Thursday,Brimley & Steeles,Late Leaving Garage,7,14,S/B,7850
2015-11-19,191,6:19:00 AM,Thursday,Martin Grove Rd. and Royal Crest Rd.,Late Leaving Garage,4,9,NB,7925
2015-11-19,86,6:25:00 AM,Thursday,Kennedy Stn,Mechanical,5,10,E,7434
2015-11-19,106,6:25:00 AM,Thursday,Downsview stn,Utilized Off Route,7,14,N,8324
2015-11-19,84,6:26:00 AM,Thursday,JSTE,Late Leaving Garage,24,1,S,8464
2015-11-19,107,6:30:00 AM,Thursday,Downsview Stn,Mechanical,18,34,8365,8365
2015-11-19,105,6:31:00 AM,Thursday,Downsview stn,Mechanical,30,65,N,8206
2015-11-19,100,6:32:00 AM,Thursday,Don Mills - Eglinton,Late Leaving Garage,13,23,S,7452
2015-11-19,190,6:32:00 AM,Thursday,DonMills stn,Late Leaving Garage,1,1,E,7553
2015-11-19,36,6:32:00 AM,Thursday,Finch station  36D to 36F,Utilized Off Route,12,23,W,8467
2015-11-19,106,6:39:00 AM,Thursday,Downsview stn,Utilized Off Route,7,14,N,8360
2015-11-19,103,6:40:00 AM,Thursday,Eglinton stn,Mechanical,20,40,n/b,8373
2015-11-19,199,6:44:00 AM,Thursday,Scarborough Town Centre,Late Leaving Garage,3,5,E,1746
2015-11-19,43,6:45:00 AM,Thursday,Kennedy Station,Mechanical,10,20,N,7676
2015-11-19,75,6:45:00 AM,Thursday,Bloor at Sherbourne,Mechanical,6,12,N,8207
2015-11-19,61,6:50:00 AM,Thursday,Eglinton stn,Utilized Off Route,10,20,n/b,8178
2015-11-19,63,6:50:00 AM,Thursday,Ossington and Davenport,Diversion,40,52,n,1576
2015-11-19,53,6:57:00 AM,Thursday,Passmore and Markham,Mechanical,5,10,w,1803
2015-11-19,143,7:00:00 AM,Thursday,Neville Loop,Late Leaving Garage,20,40,w/B,8119
2015-11-19,125,7:00:00 AM,Thursday,Drewry Route,General Delay,10,5,BW,
2015-11-19,127,7:00:00 AM,Thursday,Davenport rd/OssingtonAve,Diversion,30,50,e,1033
2015-11-19,100,7:01:00 AM,Thursday,Broadview - Torrens,Mechanical,13,23,S,7452
2015-11-19,63,7:05:00 AM,Thursday,Davenport and Dovercourt,Investigation,5,10,s,1011
2015-11-19,102,7:07:00 AM,Thursday,Warden Station,Late Leaving Garage,10,20,NB,7724
2015-11-19,102,7:17:00 AM,Thursday,Warden Station,Late Leaving Garage,10,20,NB,8108
2015-11-19,144,7:20:00 AM,Thursday,Eglinton  Victoria park,Investigation,10,30,nb,7629
2015-11-19,60,7:22:00 AM,Thursday,Signal Hill,Late Leaving Garage,7,14,E,8438
2015-11-19,100,7:24:00 AM,Thursday,Don Mills Eglinton,Utilized Off Route,5,10,sb,7436
2015-11-19,144,7:28:00 AM,Thursday,York Mills Ness,Investigation,10,30,sb,7629
2015-11-19,12,7:30:00 AM,Thursday,Kingston Road & Victoria Park,General Delay,10,1,B/W,
2015-11-19,107,7:45:00 AM,Thursday,Westbourne and Rivermede,Diversion,38,56,N,8138
2015-11-19,107,7:45:00 AM,Thursday,Westburne and Rutherford,Investigation,18,36,N,8138
2015-11-19,5,8:00:00 AM,Thursday,Eglinton stn to Elm ave,General Delay,16,31,s/b,
2015-11-19,51,8:00:00 AM,Thursday,Eglinton stn to Townsend,General Delay,20,35,b/w,
2015-11-19,87,8:00:00 AM,Thursday,COSBURN ROUTE,General Delay,15,0,BW,
2015-11-19,11,8:00:00 AM,Thursday,Davisville stn to Steeles,General Delay,16,41,b/w,
2015-11-19,24,8:00:00 AM,Thursday,VP ROUTE,General Delay,10,0,BW,
2015-11-19,35,8:00:00 AM,Thursday,Jane/HWY 407,General Delay,10,30,B?W,
2015-11-19,47,8:05:00 AM,Thursday,Lansdowne and Dupont,Diversion,366,381,n,1556
2015-11-19,199,8:06:00 AM,Thursday,Finch between Victoria Park and Donmills,Diversion,4,8,W,1097
2015-11-19,39,8:09:00 AM,Thursday,Donmills and Finch,Mechanical,4,8,W,1101
2015-11-19,61,8:10:00 AM,Thursday,Eglinton stn,Mechanical,10,20,n/b,8133
2015-11-19,56,8:14:00 AM,Thursday,Eglinton stn,Mechanical,16,36,e/b,8305
2015-11-19,42,8:16:00 AM,Thursday,Finch station,Utilized Off Route,11,22,E,8137
2015-11-19,199,8:40:00 AM,Thursday,Finch Station,Mechanical,3,6,W,1774
2015-11-19,196,8:43:00 AM,Thursday,Downsview stn,Utilized Off Route,3,5,N,8194
2015-11-19,191,8:54:00 AM,Thursday,Kipling station,Mechanical,6,10,N,7922
2015-11-19,60,8:57:00 AM,Thursday,York University Commons,Mechanical,7,14,E,7915
2015-11-19,25,9:00:00 AM,Thursday,Donway,General Delay,15,18,n,
2015-11-19,29,9:03:00 AM,Thursday,Wilson stn,Late Leaving Garage,4,9,s/b,8382
2015-11-19,102,9:09:00 AM,Thursday,Kingston rd and Parkcrest,Investigation,10,20,NB,7817
2015-11-19,161,9:12:00 AM,Thursday,Davenport rd /Oakwood Ave,Investigation,12,24,e,1240
2015-11-19,54,9:23:00 AM,Thursday,Eglinton stn,Investigation,8,24,eb,7685
2015-11-19,86,9:30:00 AM,Thursday,Kingston & Guildcrest,Mechanical,10,20,E,7636
2015-11-19,97,9:39:00 AM,Thursday,St.Clair Station,Diversion,1,1,S,
2015-11-19,54,9:41:00 AM,Thursday,Lawrence McCowan,Mechanical,6,12,wb,7587
2015-11-19,191,9:46:00 AM,Thursday,Woodbine downs & Carrier,Mechanical,6,13,S,8411
2015-11-19,91,10:00:00 AM,Thursday,91A Route,General Delay,13,26,BW,7867
2015-11-19,25,10:00:00 AM,Thursday,pape station,Investigation,6,12,n,7460
2015-11-19,110,10:06:00 AM,Thursday,ISLINTON STATION,Mechanical,18,36,S,8022
2015-11-19,47,10:30:00 AM,Thursday,Entire Route,General Delay,10,18,B/W,
2015-11-19,107,10:39:00 AM,Thursday,Downsview Stn,Mechanical,30,60,N,1680
2015-11-19,133,10:50:00 AM,Thursday,Neilson at Milner Ave,Mechanical,10,20,S,1142
2015-11-19,196,10:50:00 AM,Thursday,Downsview Stn,Mechanical,2,4,N,1680
2015-11-19,67,11:10:00 AM,Thursday,Tisdale - Pharmacy,Diversion,134,149,B/W,
2015-11-19,196,11:37:00 AM,Thursday,York U commons,Mechanical,13,26,S,8180
2015-11-19,117,11:40:00 AM,Thursday,Finch Stn,Mechanical,20,40,N,8361
2015-11-19,196,11:50:00 AM,Thursday,Downsview Stn,Mechanical,3,6,N,8396
2015-11-19,71,11:50:00 AM,Thursday,Bathurst Stn,Mechanical,7,14,N,9020
2015-11-19,54,12:00:00 PM,Thursday,Lawrence Victoria park,Mechanical,8,15,wb,7428
2015-11-19,69,12:45:00 PM,Thursday,Birchmount and danforth Rd,Emergency Services,11,22,NB,7743
2015-11-19,102,1:05:00 PM,Thursday,Warden Stn,Utilized Off Route,20,40,EB,7830
2015-11-19,196,1:05:00 PM,Thursday,Sheppard Stn,Mechanical,10,20,W,9043
2015-11-19,100,1:25:00 PM,Thursday,Broadview Station,Utilized Off Route,6,12,N,7445
2015-11-19,47,1:29:00 PM,Thursday,Earlscourt Loop,Mechanical,15,30,S/B,1421
2015-11-19,25,1:30:00 PM,Thursday,Pape stn,Utilized Off Route,6,12,nb,7507
2015-11-19,66,1:30:00 PM,Thursday,Parklawn and Queensway,General Delay,15,27,n,8095
2015-11-19,87,1:30:00 PM,Thursday,Broadview Stn,Utilized Off Route,10,20,E,7754
2015-11-19,39,1:55:00 PM,Thursday,Neilson and Crow trail,Mechanical,4,8,WB,1146
2015-11-19,87,2:00:00 PM,Thursday,Cosburn Route,General Delay,10,20,BW,
2015-11-19,62,2:00:00 PM,Thursday,Mortimer Route,General Delay,15,30,BW,
2015-11-19,54,2:00:00 PM,Thursday,54-Lawrance Route,General Delay,17,24,BW,
2015-11-19,44,2:00:00 PM,Thursday,ENTIRE ROUTE,General Delay,15,1,:00,
2015-11-19,127,2:02:00 PM,Thursday,spadina stn,Investigation,20,40,w,1224
2015-11-19,95,2:07:00 PM,Thursday,Ellesmere & Conlins Rd.,Diversion,15,30,EB,1229
2015-11-19,20,2:11:00 PM,Thursday,Kennedy Station,Mechanical,16,32,w/b,7862
2015-11-19,85,2:14:00 PM,Thursday,Don Mills Stn,Utilized Off Route,7,15,E,9076
2015-11-19,199,2:14:00 PM,Thursday,STC,Utilized Off Route,4,8,EB,1264
2015-11-19,86,2:15:00 PM,Thursday,Meadowvale and Ellesmere,Diversion,95,105,W,7597
2015-11-19,79,2:17:00 PM,Thursday,Pine and Lawrence,Mechanical,18,42,S/B,1602
2015-11-19,34,2:20:00 PM,Thursday,Foreman and Eglinton,Mechanical,4,8,E/B,7633
2015-11-19,199,2:23:00 PM,Thursday,Finch Station,Utilized Off Route,4,8,EB,1070
2015-11-19,129,2:29:00 PM,Thursday,Scarb Town Ctr,Utilized Off Route,4,6,North,9070
2015-11-19,59,2:35:00 PM,Thursday,Entire 59 Maple Leaf Route,General Delay,10,20,B/W,
2015-11-19,67,2:35:00 PM,Thursday,Pharmacy and Denton,Diversion,55,65,BW,
2015-11-19,85,2:38:00 PM,Thursday,Don Mills Stn,Utilized Off Route,9,19,E,9076
2015-11-19,199,2:39:00 PM,Thursday,Finch Station,Utilized Off Route,4,8,EB,1814
2015-11-19,116,2:39:00 PM,Thursday,Morningside and Lawrence,Late Leaving Garage,6,12,N,7561
2015-11-19,116,2:39:00 PM,Thursday,Eglinton Garage,Late Leaving Garage,1,1,E,7473
2015-11-19,196,2:43:00 PM,Thursday,Dufferin & Steeles,Utilized Off Route,3,6,N,8194
2015-11-19,79,2:45:00 PM,Thursday,Entire Route,General Delay,12,24,B/W,
2015-11-19,88,2:47:00 PM,Thursday,St. Clair station,Late Leaving Garage,15,37,EB,1534
2015-11-19,102,2:56:00 PM,Thursday,Warden Stn,Utilized Off Route,3,13,EB,7824
2015-11-19,196,3:00:00 PM,Thursday,Downsview Stn,Utilized Off Route,3,6,N,8333
2015-11-19,63,3:00:00 PM,Thursday,entire route,General Delay,5,30,b/w,
2015-11-19,108,3:00:00 PM,Thursday,Downsview Stn,General Delay,1,1,BW,1
2015-11-19,41,3:00:00 PM,Thursday,Keele street,General Delay,12,24,b/w,
2015-11-19,161,3:00:00 PM,Thursday,Entire Route,General Delay,11,22,B/W,
2015-11-19,196,3:00:00 PM,Thursday,Sheppard/Dufferin,Mechanical,3,6,N,1808
2015-11-19,116,3:03:00 PM,Thursday,Morningside and Lawrence,Mechanical,6,12,N,7561
2015-11-19,60,3:10:00 PM,Thursday,Finch Station,Late Leaving Garage,7,14,W,8443
2015-11-19,196,3:10:00 PM,Thursday,Dufferin/Finch,Mechanical,3,6,S,9433
2015-11-19,195,3:19:00 PM,Thursday,Arrow garage,Investigation,10,20,S,1308
2015-11-19,161,3:19:00 PM,Thursday,Lambton and Jane,Mechanical,11,22,E/B,1517
2015-11-19,52,3:30:00 PM,Thursday,Entire route,General Delay,10,20,b/w,
2015-11-19,34,3:30:00 PM,Thursday,Lebovic and Eglinton,Mechanical,4,8,E/B,7403
2015-11-19,57,3:30:00 PM,Thursday,Birchmount Garage,Late Leaving Garage,8,16,,7818
2015-11-19,165,3:30:00 PM,Thursday,Wilson and Keele,Investigation,7,13,E,1318
